brand,note,name,top,middle,bottom,concentration,first,second,third,fourth,fifth,sex,
Diptyque,floral fruity,eau rose,"litchi, black currant, bergamot","rose, geranium, jasmine","white honey, musk, cedar",edt,rose,fruity,floral,fresh spicy,aromatic,f,
Diptyque,floral,geranium odorata,xxxx,"geranium, bergamot, vetiver, pink pepper, cedar, tonka nut",xxxx,edt,aromatic,fresh spicy,woody,citrus,rose,"f, uni",
Diptyque,citrus aromatic,l'eau de neroli,"citruses, bergamot, lemon verbena, petitgrain, tarragon","neroli, orange blossom, pelargonium","beeswax, white musk, cedar",edt,citrus,white floral,aromatic,fresh spicy,fresh,"f, uni",
Diptyque,aromatic spicy,l'eau de tarocco,xxxx,"orange, grapefruit, saffron, ginger, tincture of rose, cedar, musk, cinnamon, incense",xxxx,edc,citrus,warm spicy,fresh spicy,rose,woody,"f, uni",
Diptyque,aromatic,l'eau des hesperides,"bitter orange, petitgrain, grass, mandarin orange, rosemary, lemon, caraway, pepper","mint, floral note","immortelle, musk, cedar",edt,citrus,green,aromatic,fresh spicy,fresh,uni,
Diptyque,"amber floral, florienatal",eau mage,mandarin orange,"spicy note, rose","amber, woody note, musk",edp,amber,warm spicy,rose,woody,musky,"m, uni",
Diptyque,floral,kyoto,xxxx,"beetroot, rose, vetiver, incense",xxxx,edt,rose,earthy,woody,aromatic,amber,"f, uni",
Diptyque,aromatic green,venise,xxxx,"green pepper, tomato, basil, vetiver",xxxx,edp,green,aromatic,fresh spicy,xxxx,xxxx,"m, uni",
Nichic,fresh floral,no.1 Iris & Tuberose,"orange blossom leaf, iris","Tuberose, Jasmine","White musk, sandalwood",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,"f, uni",
Nichic,spicy floral,no.2 Cassis & Damask Rose,"cassis, galbanum, orange blossom","Damask Rose, Fresh Rose Stems",Amber,parfum,xxxx,xxxx,xxxx,xxxx,xxxx,"f, uni",
Nichic,woody aquatic,no.3 Sandalwood & Papyrus,"cardamom, iris","Violet, papyrus","Sandalwood, Virginia Cedar, leather, Amder, Musk",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,"m, uni",
Nichic,woody musk,no.4 Wood & Sage,"Ambrette Seeed, Green",Sea salt,Sage,parfum,xxxx,xxxx,xxxx,xxxx,xxxx,"m, uni",
Nichic,fruity floral,no.5 Freesia & pear,English pear,"White freesia, Wild Rose","Amber, patchouli, Soft wood, Musk",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,uni,
Nichic,fresh spicy,no.6 Lime & Thyme,"Lime, Zesty Mandarin, Lemon","Peppery Basil, White Thyme","Amber, Caramel, Vanilla",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,uni,
Nichic,"amber floral, florienatal",no.7 Black Amber & kyara,"Black Cardamom, Ginger","Black Orchid, jasmine, Water Lily","Black Amber, Kyara incense",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,uni,
Nichic,floral,no.8 Royal Tulip,"Cyclamen, Freesia, Rhubarb",Tulip,"Blonde woods, Vetiver",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,f,
Nichic,fruity floral,no.9 Berry & Muguet,"Tangelo, Pineapple, Strawberry","Jasmine, Red berries, Muguet","Musk, Blonde woods",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,f,
Nichic,"fresh floral, floral citrus",no.10 Mimosa & Rose,"orange, mandarin orange, orange Blosoom, Bergamot","Mimosa, Jasmine, Turkish Rose, Ylang-Ylang","Tonka Bean, Patchouli, White musk, Vanilla, Vetiver",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,f,
Nichic,"fresh floral, floral citrus",no.11 Quinch & Hyacinth,"Quine, Grapefruit","Jasmine, Hyacinth","Musk, Amber, Cedarwood, iris",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,f,
Nichic,floral woody,no.12 Ylang-Ylang & sandalwood,"Mandarin, Grapefruit, Balck Currant","Tuberose, Ylang-Ylang, Jasmine, Orange","Sandalwood, Musk",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,f,
Nichic,fruity floral,no.13 Magnolia & Violet,"Magnolia, Melon, Peach","Tuberose, Plum, Violet","Musk, Vanilla, Cedar",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,f,
Nichic,fresh floral,no.14 Peony & White Musk,"Calabria, Bergmot","Damascus Rose, Peony",White musk,parfum,xxxx,xxxx,xxxx,xxxx,xxxx,f,
Nichic,spicy woody,no.15 Wood & Amber,"Rose Wood, Cardamom, Pepper","Wood, Sandalwood, Vetiver","Vanilla, Amberm Tonka Bean",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,f,
Nichic,fresh spicy,no.16 Neroli & Bergamot,"Bergamot, Mandarin","Orange Flower, Jasmine, Neroli","Amber, Ambrette",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,uni,
Nichic,amber,no.17 Sage & Leather,"Lavender, Clary Sage","Orrism Vanilla, Bitter Almond","Tonka bean, Amber, Leather, White wood",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,m,
Nichic,fruity floral,no.18 Citrus & Cedar,"Fruity, Citrus","Jasmine, White Rose","Amber, Cedarwood, Musk",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,m,
Nichic,woody aquatic,no.19 Aldehyde & Veriver,"Aldehyde, Orange, Mandarin","Black pepper, Neroli","Amber, Vanilla, Veriver",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,m,
Nichic,woody,no.20 Patchouli & Musk,"Bergamot, Black Currant, Pineapple","Pink Berries, Jasmine, Birch, Apple, Patchouli","Musk, Oakmoos, Vanilla",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,m,
Nichic,fresh woody,no.21 Green tea & Petitgrain,"Bergamot, Mandarin, Green tea","Black Currant, Galbanum","Musk, Sandalwood, Petitgrain",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,m,
Nichic,fruity musk,no.22 Green apple & Musk,"Bergamot, Green apple, Patchouli, Lemon, pink pepper","Sandalwood, Rose, Styrax, Musk","Peach, Black currant, Lilac, Ylang-ylang, Amber",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,f,
Nichic,fruity floral,no.23 Raspberry & Sandalwood,"Pear, Raspberry","Peony, Magnolia, Cyclamen","Sandalwood, Tonka bean, Vanilla",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,f,
Nichic,floral,no.24 Gardenia,"Red berry, pear","Gardenia, Frangipani","Patchouli, Brown sugar",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,f,
Nichic,cotton musk,no.25 White Rose & Lily,"Aldehyde, White rose","Jasmine, Lily","Musk, Amber ",parfum,xxxx,xxxx,xxxx,xxxx,xxxx,f,
Lalique,chypre floral,azalee lalique,"peach, freesia, bergamot","gardenia, jasmine, rose","patchouli, musk, sandal wood",edp,floral,white floral,woody,patchouli,fruity,f,
Lalique,amber spicy,eau de lalique,"garden dill, cardamom, bergamot, pimento, lemon, mandarin orange","freesia, cinnamon, hibscus","musk, sandal wood, guaiac wood, benzoin",edt,warm spicy,citrus,fresh spicy,aromatic,green,"f, uni",
Lalique,floral,flear de cristal lalique,"jasmine, bergamot, pink pepper","lily of the valley, stephanotis, carnation, ylang ylang","musk, cashmeran, sandal wood, amber",edp,white floral,fresh,musky,floral,woody,f,
Lalique,floral,flora bella lalique,xxxx,"lilac, mimosa, frangipani, freesia, tiare flower, tuberose, orchid, cassia, carnation","spices, vanilla, white musk, amber",edp,floral,white floral,powdery,green,sweet,f,
Lalique,woody spicy,hommage a l'homme lalique,"violet leaf, saffron, bergamot","violet, pepper, tonka nut","agarwood(oud), labdanum, musk",edt,violet,powdery,warm spicy,fresh spicy,ozonic,"m, uni",
Lalique,amber woody,hommage a l'homme voyageur,"cardamom, bergamot","patchouli, vetiver, papyrus","moss, amber, vanilla",edt,woody,earthy,aromatic,patchouli,warm spicy,m,
Lalique,floral woody musk,l'amour,"neroli, bergamot, rose","jasmine, gardenia, tuberose","musk, cedar, sandal wood",edp,white floral,citrus,tuberose,woody,musky,f,
Lalique,amber,lalique le parfum,"west indian bay, pink pepper, bergamot","almond, heliotrope, jasmine","vanilla, tonka nut, sandal wood, patchouli",edp,vanilla,aromatic,powdery,sweet,fresh spicy,f,
Lalique,woody aromatic,lalique pour homme,"lavender, rosemary, grapefruit, bergamot, pomelo, mandarin orange, tangerine","cedar, iris, lily of the valley, jasmine","sandal wood, oakmoss, vanilla, patchouli, amber",edp,woody,citrus,aromatic,powdery,fresh spicy,m,
Lalique,amber spicy,lalique pour homme equus,"bergamot, lemon, citron","juniper, cardamom, violet leaf, nutmeg, red wood, mace","sequoia, vetiver, leather, benzoin, amyris, musk",edp,woody,aromatic,fresh spicy,warm spicy,citrus,m,
Lalique,citrus aromatic,lalique white,"lemon leaf, bergamot, tamarind, elemi","white pepper, nutmeg, cardamom, violet","cedar, musk, oakmoss, amber",edt,fresh spicy,citrus,aromatic,warm spicy,woody,"m, uni",
Lalique,floral,le baiser lalique,"violet, gardenia, black currant","rose, jasmine, pepper","sandal wood, amber, musk, cedar",edt,white floral,powdery,woody,rose,violet,f,
Lalique,floral woody musk,living lalique,"lavender, bergamot, mint","black pepper, iris, nutmeg, rose","vetiver, cashmeran, sandal wood, cedar, tonka nut, orris, vanilla, labdanum",edp,woody,fresh spicy,powdery,aromatic,iris,"f, uni",
Lalique,amber spicy,ombre noire lalique,"mint, fig leaf, bergamot","tobacco leaf, cinnamon, papyrus","cognac, myrrh, olibanum, cedar, tonka nut",edp,woody,amber,warm spicy,sweet,green,m,
Lalique,chypre floral,perles de lalique,rose,"pepper, iris, powdery note","patchouli, oakmoss, vetiver, orris root, cashmere wood",edp,woody,earthy,patchouli,fresh spicy,rose,"f, uni",
Lalique,floral woody musk,reve d'infini,"litchi, white rose, bergamot","freesia, peach, rose, cedar, jasmine","musk, vanilla, sandal wood",edp,floral,fruity,powdery,musky,woody,f,
Lalique,floral,tendre kiss lalique,"litchi, red berries","pink pepper, rose, nutmeg","labdanum, sandal wood, vanilla",edp,fruity,rose,soft spicy,fresh spicy,sweet,f,
Lalique,woody aromatic,encre noire lalique,cypress,vetiver,"cashmere wood, musk",edt,woody,aromatic,earthy,musky,xxxx,m,
Lalique,woody aromatic,encre noire a l'extreme,"cypress, elemi resin, bergamot","vetiver, incense, orris","benzoin, sandal wood, patchouli",edp,woody,aromatic,amber,balsamic,warm spicy,m,
Lalique,woody aquatic,encre noire sport,"grapefruit, bergamot, nutmeg","cypress, watery note, lavender","vetiver, cashmere wood, musk",edt,woody,aromatic,citrus,fresh spicy,earthy,m,
Lalique,woody aromatic,l'insoumis,"basil, rum, bergamot","clary, lavender, plack pepper","eoody note, vetiver, moss, patchouli",edt,aromatic,woody,fresh spicy,earthy,lavender,m,
Lalique,woody aromatic,l'insoumis ma force,"green apple, citruses, cardamom, lemon","lavender, violet leaf, camphor, rosemary","woody note, cashmere wood, amber",edt,woody,aromatic,lavender,citrus,fresh spicy,m,
Lalique,floral fruity,amethyst,"black currant, blackberry, blueberry, mulberry, strawberry","pepper, peony, rose, ylang ylang","musk, woody notes, vanilla",edp,fruity,sweet,woody,floral,rose,f,
Lalique,floral fruity,amethyst eclat,"raspberry, black currant, pear","peony, rose, magnolia","blackberry, musk, violet woodsorrel",edp,fruity,floral,rose,sweet,fresh,f,
Lalique,floral fruity,amethyst exquise,"black berry, raspberry, black currant, heliotrope","orchid, rose","sandal wood, benzoin, vanilla, gardenia",edp,fruity,sweet,woody,floral,xxxx,f,
Lalique,"amber floral, florienatal",lalique,"jasmine, iris, rose, cloves","pear, blackberry, cassis","sandal wood, white musk, vanilla",edp,fruity,powdery,white floral,woody,sweet,f,
Lalique,"amber floral, florienatal",lalique de lalique bacchantes crystal flacon,"rose, iris, jasmine, cloves","cassis, blackberry, pear","sandal wood, musk, vanilla",edp,fruity,rose,aromatic,green,woody,f,
Lalique,floral fruity,lalique de lalique deux paons,"rose, iris, jasmine, cassis","pear, blackberry","sandal wood, amber, white musk, vanilla",edp,rose,iris,powdery,fruity,white floral,f,
Lalique,"amber floral, florienatal",lalique de lalique deux coeurs,"black currant, blackberry, mandarin, gardenia","ylang ylang, peony, orange blossom, rose, magnolia","sandal wood, vanilla, musk, oakmoss, amber, cedar",edp,floral,yellow floral,woody,rose,sweet,f,
Lalique,"amber floral, florienatal",lalique de lalique libellule crystal flacon,"iris, wallflower, rose, jasmine","blackberry, cassis, pear","vanilla, sandal wood, amber, white musk",edp,fruity,powdery,woody,floral,iris,f,
Lalique,aromatic aquatic,blue rise lalique,xxxx,"cashmere wood, floral notes, iris, jasmine sambac",xxxx,edp,woody,floral,musky,amber,iris,"f, uni",
Lalique,leather,chypre silver lalique,"lemon, cardamom, thyme","galbanum, vetiver","leather, patchouli, labdanum",edp,aromatic,warm spicy,green,woody,citrus,"m, uni",
Lalique,chypre fruity,electric purple lalique,"boysenberry, grapefruit","black currant, violet leaf, mit","moss, patchouli",edp,fruity,woody,earthy,citrus,mossy,f,
Lalique,"amber floral, florienatal",floral bronze lalique,"rose, violet, lily of the valley","tuberose, orange blossom","musk, vanilla, amber",edp,white floral,powdery,rose,tuberose,violet,"f, uni",
Lalique,amber spicy,glorious indigo lalique,"ginger, cinnamon","javanol, labdanum, precious wood","papyrus, guaiac wood, black amber, patchouli",edp,woody,amber,warm spicy,xxxx,xxxx,"m, uni",
Lalique,chypre floral,imperial green lalique,lavender,orange blossom,"ambroxan, vetiver, patchouli",edp,amber,woody,aromatic,earthy,lavender,"m, uni",
Lalique,"amber floral, florienatal",infinite shine lalique,xxxx,"saffron, rose, sandal wood",xxxx,edp,warm spicy,rose,woody,leather,tobacco,"f, uni",
Lalique,leather,leather copper lalique,"black pepper, lemon, juniper, pink pepper","orange blossom, jasmine, rose","leather, labdanum, amber, patchouli, rock rose",edp,leather,amber,animalic,fresh spicy,white floral,"m, uni",
Lalique,amber fougere,oriental zinc lalique,"lavender, bergamot, fig","carddamom, pink pepper","cinnamon, tonka nut, cedar, patchouli",edp,warm spicy,cinnamon,aromatic,woody,sweet,"m, uni",
Lalique,woody aquatic,pink paradise lalique,xxxx,"sea notes, heliotrope, citruses, musk, sand, iso e super, pepper, jasmine, sandal wood, amber",xxxx,edp,powdery,musky,marine,citrus,aromatic,"f, uni",
Lalique,amber woody,spicy electrum lalique,"freesia, bergamot, pear","jasmine, sandal wood, rose","vetiver, amber, patchouli, musk",edp,woody,floral,white floral,aromatic,earthy,"m, uni",
Lalique,"amber floral, florienatal",sweet amber lalique,xxxx,"vanilla, jasmine, tuberose, galaxolide, orange blossom, anise",xxxx,edp,white floral,vanilla,musky,tuberose,sweet,"f, uni",
Lalique,amber woody,velvet plum lalique,xxxx,"cashmeran, patchouli, woody note, iris, flowers, osmanthus, heliotrope, tuberose, musk",xxxx,edp,woody,powdery,floral,patchouli,musky,f,
Lalique,chypre floral,woody gold lalique,"bergamot, mandarin orange",neroli,"vanilla absolute, amber wood, cashmeran, tonka nut",edp,citrus,white floral,vanilla,powdery,iris,uni,
Lalique,amber spicy,zamak lalique,"pink pepper, bergamot, mandarin orange","orange blossom, nutmeg, freesia","vanilla, leather, cedar",edp,citrus,fresh spicy,white floral,floral,vanilla,uni,
Lalique,chypre floral,lumiere lalique,"bitter almond, saffron, mandarin orange","jasmine sambac, tuberse, licorice","patchouli, musk, cashmere wood",edp,white floral,warm spicy,almond,musky,tuberose,f,
Lalique,amber woody,sensuel lalique,bergamot,"heliotrope, lily of the valley","tonka nut, vanilla, amber, patchouli, white musk",edp,vanilla,powdery,amber,sweet,patchouli,f,
Lalique,"amber floral, florienatal",tendre lalique,"pear, lily of the valley","powdery note, rose petal, rose","vanilla, white musk",edp,powdery,rose,vanilla,musky,sweet,f,
Lalique,floral,claire de nilang lalique,"bergamot, freesia, coriander leaf","pink pepper, black locust","hibscus, vanilla, sandal wood",edt,floral,soft spicy,aromatic,citrus,fresh spicy,f,
Lalique,floral fruity,nilang 2011,"melon, peach, lotus, mandarin orange","blueberry, jasmine, cloves, freesia","patchouli, sweet note, vanilla, musk, amber, sandal wood",edp,sweet,fruity,warm spicy,patchouli,woody,f,
Lalique,leather,elegance animale lalique,"saffron, peach, geranium","rose, gurjian balsam, jasmine","leather, sandal wood",edp,leather,rose,woody,warm spicy,animalic,"m, uni",
Lalique,amber spicy,fleur universelle lalique,"rum, cardamom, pink pepper","cinnamon, myrrh, immortelle","tonka nut, lorenox, patchouli",edp,warm spicy,amber,sweet,cinnamon,rum,"f, uni",
Lalique,floral fruity,fruits du mouvement lalique,"mandarin orange, black pepper, ginger","fruity note, plum, jasmine","cashmeran, sandal wood, amber",edp,fruity,sweet,woody,white floral,powdery,"f, uni",
Lalique,amber spicy,illusion captive lalique,"bergamot, fig","jasmine, cinnamon","myrrh, cedar, patchouli, labdanum, tonka nut, vanilla",edp,woody,amber,warm spicy,white floral,sweet,"f, uni",
Lalique,amber spicy,or intemporel lalique,"nutmeg, cardamom, black pepper, bergamot","tobacco, coffee, violet","vanilla, tolu balsam, patchouli",edp,warm spicy,fresh spicy,powdery,vanilla,sweet,uni,
Lalique,floral woody musk,plume blanche 1901,"mandarin orange, pink pepper, violet leaf, cardamom","almond, white heliotrope, benzoin, jasmine","tonka nut, white musk, white cedar extract, patchouli",edp,almond,vanilla,powdery,sweet,citrus,f,
Lalique,"amber floral, florienatal",rose royale lalique,"apricot, peach","rose, osmanthus","osmanthus, musk, cashmere wood",edp,fruity,rose,floral,musky,powdery,"f, uni",
Lalique,woody aromatic,terres aromatiques lalique,"cardamom, pineapple, lemon","thyme, lavender, freesia","tonka nut, vetiver",edp,aromatic,warm spicy,sweet,lavender,fresh spicy,"m, uni",
Lalique,amber woody,satine lalique,"heliotrope, gardenia, jasmine","tonka nut, vanilla, pink pepper","sandal wood, patchouli, vetiver",edp,vanilla,powdery,woody,sweet,warm spicy,f,
Lalique,floral fruity,soleil lalique,"mandarin orange, bitter almond, cardamom","pear, milk, caramel, candied almond, coffee, jasmine","praline, white musk, sandal wood",edp,sweet,fruity,lactonic,warm spicy,citrus,f,
Lacoste,chypre,2000lacoste,"pear, lavender, grapefruit, coumarin","pepper, coriander, ginger","oak moss, amber",edt,aromatic,fresh spicy,warm spicy,mossy,citrus,m,
Lacoste,citrus aromatic,booster,"spicy mint, eucaluptus, grapefruit, orange","basil, lavender, galbanum, chili pepper, nutmeg","vetiver, sandal wood, cedar",edt,aromatic,woody,green,fresh spicy,citrus,m,
Lacoste,"amber floral, florienatal",inspiration,"plum, pink pepper, pomegranate seed, mandarin orange","tuberose, jasmine, lily of the valley","vanilla, iris, sandal wood, musk",edp,powdery,vanilla,fruity,woody,white floral,f,
